USPS,STATE,GEOID,ANSICODE,NAME,NAME1,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
IA,IOWA,19177,465277,Van Buren County,Van Buren,1255605676,14880499,484.792,5.745,40.754117,-91.952943
IA,IOWA,19179,465278,Wapello County,Wapello,1118466908,10822775,431.843,4.179,41.031275,-92.409466
IA,IOWA,19181,465279,Warren County,Warren,1475408395,8645070,569.658,3.338,41.332446,-93.568751
IA,IOWA,19183,465280,Washington County,Washington,1473258541,5339036,568.828,2.061,41.329401,-91.725052
IA,IOWA,19185,465281,Wayne County,Wayne,1360957549,4272458,525.469,1.65,40.739983,-93.332613
IA,IOWA,19187,465282,Webster County,Webster,1853665899,7269394,715.704,2.807,42.433579,-94.175831
IA,IOWA,19189,465283,Winnebago County,Winnebago,1037261956,3182049,400.489,1.229,43.378124,-93.743488
IA,IOWA,19191,465284,Winneshiek County,Winneshiek,1786686748,745729,689.844,0.288,43.292989,-91.850788
IA,IOWA,19193,465285,Woodbury County,Woodbury,2260790944,12793700,872.896,4.94,42.39322,-96.053296
IA,IOWA,19195,465286,Worth County,Worth,1036314929,4709127,400.123,1.818,43.373491,-93.248533
IA,IOWA,19197,465287,Wright County,Wright,1503260259,4703964,580.412,1.816,42.733007,-93.734735
KS,KANSAS,20001,484970,Allen County,Allen,1295764236,13021929,500.297,5.028,37.884228,-95.300945
KS,KANSAS,20003,484971,Anderson County,Anderson,1501264009,10599659,579.641,4.093,38.215114,-95.292046
KS,KANSAS,20005,484972,Atchison County,Atchison,1116736557,6851102,431.174,2.645,39.532544,-95.313397
KS,KANSAS,20007,484973,Barber County,Barber,2937240778,5411508,1134.075,2.089,37.222906,-98.685052
KS,KANSAS,20009,484974,Barton County,Barton,2318705423,13926862,895.257,5.377,38.481239,-98.767837
KS,KANSAS,20011,484975,Bourbon County,Bourbon,1645836646,9402853,635.461,3.63,37.8561,-94.850928
KS,KANSAS,20013,484976,Brown County,Brown,1478550074,3196147,570.871,1.234,39.825931,-95.569905
KS,KANSAS,20015,484977,Butler County,Butler,3702946933,43541269,1429.716,16.811,37.773649,-96.83884
KS,KANSAS,20017,484978,Chase County,Chase,2002198770,12091093,773.053,4.668,38.299475,-96.594029
KS,KANSAS,20019,484979,Chautauqua County,Chautauqua,1654694134,15243776,638.881,5.886,37.154259,-96.245396
KS,KANSAS,20021,484980,Cherokee County,Cherokee,1521791029,8951464,587.567,3.456,37.169392,-94.845698
KS,KANSAS,20023,484981,Cheyenne County,Cheyenne,2641501921,2738021,1019.89,1.057,39.789917,-101.727325
KS,KANSAS,20025,484982,Clark County,Clark,2524300310,6603384,974.638,2.55,37.233831,-99.813869
KS,KANSAS,20027,484983,Clay County,Clay,1671314413,26701337,645.298,10.309,39.344964,-97.168853
KS,KANSAS,20029,484984,Cloud County,Cloud,1852726652,6859888,715.342,2.649,39.487329,-97.64139
KS,KANSAS,20031,484985,Coffey County,Coffey,1623623909,70470788,626.885,27.209,38.23645,-95.729137
KS,KANSAS,20033,484986,Comanche County,Comanche,2041681089,3604155,788.298,1.392,37.181442,-99.251293
KS,KANSAS,20035,484987,Cowley County,Cowley,2915648165,17322935,1125.738,6.688,37.234507,-96.837247
KS,KANSAS,20037,484988,Crawford County,Crawford,1527499258,13573629,589.771,5.241,37.505821,-94.853897
KS,KANSAS,20039,484989,Decatur County,Decatur,2314199333,1631670,893.517,0.63,39.783542,-100.459708
KS,KANSAS,20041,484990,Dickinson County,Dickinson,2193895358,12632458,847.068,4.877,38.867735,-97.157943
KS,KANSAS,20043,484991,Doniphan County,Doniphan,1019105691,12424174,393.479,4.797,39.788502,-95.147225
KS,KANSAS,20045,484992,Douglas County,Douglas,1180428103,48875040,455.766,18.871,38.896417,-95.290947
KS,KANSAS,20047,484993,Edwards County,Edwards,1610699245,206413,621.894,0.08,37.883595,-99.304746
KS,KANSAS,20049,484994,Elk County,Elk,1668636743,16061112,644.264,6.201,37.456026,-96.244642
KS,KANSAS,20051,484995,Ellis County,Ellis,2330762300,1197085,899.912,0.462,38.914597,-99.317313
KS,KANSAS,20053,484996,Ellsworth County,Ellsworth,1853331063,19969761,715.575,7.71,38.700845,-98.205355
KS,KANSAS,20055,485326,Finney County,Finney,3372157854,1716371,1301.997,0.663,38.049808,-100.739967
KS,KANSAS,20057,484997,Ford County,Ford,2844508243,2097356,1098.271,0.81,37.688416,-99.884748
KS,KANSAS,20059,484998,Franklin County,Franklin,1480882204,13893465,571.772,5.364,38.558019,-95.278962
KS,KANSAS,20061,484999,Geary County,Geary,996243013,51658044,384.652,19.945,39.002139,-96.7681
KS,KANSAS,20063,485000,Gove County,Gove,2775601942,245369,1071.666,0.095,38.917239,-100.48736
KS,KANSAS,20065,481811,Graham County,Graham,2327173854,599356,898.527,0.231,39.354972,-99.879894
KS,KANSAS,20067,485099,Grant County,Grant,1488745965,871232,574.808,0.336,37.547537,-101.299362
KS,KANSAS,20069,485001,Gray County,Gray,2250356173,1113338,868.867,0.43,37.744513,-100.451716
KS,KANSAS,20071,485002,Greeley County,Greeley,2016057907,0,778.404,0,38.480404,-101.80597
KS,KANSAS,20073,485003,Greenwood County,Greenwood,2961143636,24145021,1143.304,9.322,37.879347,-96.241732
KS,KANSAS,20075,485327,Hamilton County,Hamilton,2580958328,2893322,996.514,1.117,37.995244,-101.793689
KS,KANSAS,20077,485004,Harper County,Harper,2075290355,3899269,801.274,1.506,37.188184,-98.06659
KS,KANSAS,20079,485005,Harvey County,Harvey,1397961178,2503283,539.756,0.967,38.050144,-97.436706
KS,KANSAS,20081,485328,Haskell County,Haskell,1495772609,910409,577.521,0.352,37.554979,-100.879952
KS,KANSAS,20083,485006,Hodgeman County,Hodgeman,2227369150,826344,859.992,0.319,38.087493,-99.898407
KS,KANSAS,20085,485007,Jackson County,Jackson,1699600349,4666513,656.219,1.802,39.411145,-95.794485
KS,KANSAS,20087,485008,Jefferson County,Jefferson,1379494404,62293259,532.626,24.052,39.239644,-95.375314
KS,KANSAS,20089,485009,Jewell County,Jewell,2356813568,11367163,909.971,4.389,39.777005,-98.222619
KS,KANSAS,20091,485010,Johnson County,Johnson,1226679687,16319024,473.624,6.301,38.883907,-94.82233
KS,KANSAS,20093,485011,Kearny County,Kearny,2254696661,1133601,870.543,0.438,37.994461,-101.308136
KS,KANSAS,20095,485012,Kingman County,Kingman,2236245128,8391920,863.419,3.24,37.552951,-98.144529
KS,KANSAS,20097,485013,Kiowa County,Kiowa,1871627806,596764,722.64,0.23,37.561231,-99.286539
KS,KANSAS,20099,485014,Labette County,Labette,1671560710,20006201,645.393,7.724,37.191468,-95.297473
KS,KANSAS,20101,485015,Lane County,Lane,1858080220,551220,717.409,0.213,38.481286,-100.466185
KS,KANSAS,20103,485016,Leavenworth County,Leavenworth,1200218357,14338598,463.407,5.536,39.189511,-95.038977
KS,KANSAS,20105,485017,Lincoln County,Lincoln,1863226707,2748359,719.396,1.061,39.04728,-98.214284
KS,KANSAS,20107,485018,Linn County,Linn,1538662702,31893232,594.081,12.314,38.216549,-94.844932
KS,KANSAS,20109,485019,Logan County,Logan,2779039723,274632,1072.993,0.106,38.91327,-101.157402
KS,KANSAS,20111,485020,Lyon County,Lyon,2194958230,20561826,847.478,7.939,38.455403,-96.161641
KS,KANSAS,20113,485021,McPherson County,McPherson,2326547428,6003328,898.285,2.318,38.395812,-97.647489
KS,KANSAS,20115,485022,Marion County,Marion,2445722727,24432825,944.299,9.434,38.359647,-97.102771
KS,KANSAS,20117,485023,Marshall County,Marshall,2331450540,12735557,900.178,4.917,39.782709,-96.521243
KS,KANSAS,20119,485024,Meade County,Meade,2533222397,3258258,978.083,1.258,37.243886,-100.360094
KS,KANSAS,20121,485025,Miami County,Miami,1491519616,37234703,575.879,14.376,38.566772,-94.832963
KS,KANSAS,20123,485026,Mitchell County,Mitchell,1817632932,44979980,701.792,17.367,39.393026,-98.207362
KS,KANSAS,20125,485027,Montgomery County,Montgomery,1666900085,20430012,643.594,7.888,37.189537,-95.742403
KS,KANSAS,20127,485028,Morris County,Morris,1800929255,19545268,695.343,7.546,38.688204,-96.651448
KS,KANSAS,20129,485135,Morton County,Morton,1889993632,507796,729.731,0.196,37.185249,-101.809516
KS,KANSAS,20131,485029,Nemaha County,Nemaha,1858127933,5205446,717.427,2.01,39.791043,-96.005381
KS,KANSAS,20133,485030,Neosho County,Neosho,1480129689,16350961,571.481,6.313,37.564283,-95.315682
KS,KANSAS,20135,485031,Ness County,Ness,2783562234,667491,1074.739,0.258,38.480437,-99.908745
KS,KANSAS,20137,485032,Norton County,Norton,2274122718,8421464,878.044,3.252,39.783867,-99.899235
KS,KANSAS,20139,485033,Osage County,Osage,1827253333,37137002,705.506,14.339,38.650215,-95.708255
KS,KANSAS,20141,485034,Osborne County,Osborne,2311604929,4806274,892.516,1.856,39.348261,-98.767942
KS,KANSAS,20143,485035,Ottawa County,Ottawa,1866683177,1567629,720.73,0.605,39.137963,-97.654802
KS,KANSAS,20145,485036,Pawnee County,Pawnee,1953531647,992041,754.263,0.383,38.181477,-99.234772
KS,KANSAS,20147,485037,Phillips County,Phillips,2294395636,22493383,885.871,8.685,39.784506,-99.34215
KS,KANSAS,20149,485038,Pottawatomie County,Pottawatomie,2177493041,54149843,840.735,20.907,39.382187,-96.337113
KS,KANSAS,20151,485039,Pratt County,Pratt,1903740948,1771939,735.039,0.684,37.647594,-98.74012
KS,KANSAS,20153,485040,Rawlins County,Rawlins,2769775708,415527,1069.416,0.16,39.786198,-101.076738
KS,KANSAS,20155,485041,Reno County,Reno,3251231985,43517492,1255.308,16.802,37.948185,-98.078346
KS,KANSAS,20157,485042,Republic County,Republic,1857998454,7951912,717.377,3.07,39.828906,-97.650883
KS,KANSAS,20159,485043,Rice County,Rice,1880936102,4482698,726.234,1.731,38.347178,-98.201415
KS,KANSAS,20161,485044,Riley County,Riley,1579010807,32092080,609.66,12.391,39.29121,-96.727488
KS,KANSAS,20163,485045,Rooks County,Rooks,2306454194,11962259,890.527,4.619,39.346006,-99.324492
KS,KANSAS,20165,485358,Rush County,Rush,1858997559,544720,717.763,0.21,38.523596,-99.309184
KS,KANSAS,20167,485046,Russell County,Russell,2295402858,34126776,886.26,13.176,38.91604,-98.770949
KS,KANSAS,20169,485047,Saline County,Saline,1865429339,2760902,720.246,1.066,38.791804,-97.651478
KS,KANSAS,20171,485048,Scott County,Scott,1858536838,306079,717.585,0.118,38.481877,-100.90636
KS,KANSAS,20173,485049,Sedgwick County,Sedgwick,2582051703,31558986,996.936,12.185,37.681045,-97.461054
KS,KANSAS,20175,485050,Seward County,Seward,1656693304,1961444,639.653,0.757,37.18096,-100.855257
KS,KANSAS,20177,485051,Shawnee County,Shawnee,1409020132,30313507,544.026,11.704,39.041805,-95.755664
KS,KANSAS,20179,485052,Sheridan County,Sheridan,2320518304,647342,895.957,0.25,39.350547,-100.441228
KS,KANSAS,20181,485053,Sherman County,Sherman,2735193250,548248,1056.064,0.212,39.351352,-101.719859
KS,KANSAS,20183,484969,Smith County,Smith,2319241779,3884267,895.464,1.5,39.78466,-98.785429
KS,KANSAS,20185,485054,Stafford County,Stafford,2051389756,7435417,792.046,2.871,38.03563,-98.719889
KS,KANSAS,20187,485055,Stanton County,Stanton,1762103387,178555,680.352,0.069,37.565932,-101.789383
KS,KANSAS,20189,485056,Stevens County,Stevens,1883593921,464936,727.26,0.18,37.2017,-101.317268
KS,KANSAS,20191,481812,Sumner County,Sumner,3060505682,8512878,1181.668,3.287,37.236662,-97.493352
KS,KANSAS,20193,485057,Thomas County,Thomas,2783425129,288241,1074.686,0.111,39.357713,-101.083386
KS,KANSAS,20195,485058,Trego County,Trego,2303727352,26281951,889.474,10.148,38.921302,-99.865423
KS,KANSAS,20197,485059,Wabaunsee County,Wabaunsee,2057320864,13845234,794.336,5.346,38.955154,-96.201262
KS,KANSAS,20199,485060,Wallace County,Wallace,2366348285,140936,913.652,0.054,38.926626,-101.771103
KS,KANSAS,20201,485061,Washington County,Washington,2317414332,10139473,894.759,3.915,39.776714,-97.095611
KS,KANSAS,20203,485062,Wichita County,Wichita,1861078197,61987,718.566,0.024,38.481922,-101.347434
KS,KANSAS,20205,485063,Wilson County,Wilson,1477385742,12048762,570.422,4.652,37.558515,-95.745175
KS,KANSAS,20207,485064,Woodson County,Woodson,1289344338,19254559,497.819,7.434,37.888193,-95.758469
KS,KANSAS,20209,485065,Wyandotte County,Wyandotte,392739381,11801597,151.638,4.557,39.115384,-94.763087
KY,KENTUCKY,21001,516847,Adair County,Adair,1049702545,18391917,405.292,7.101,37.105559,-85.28138
KY,KENTUCKY,21003,516848,Allen County,Allen,890240991,21079866,343.724,8.139,36.75077,-86.192458
KY,KENTUCKY,21005,516849,Anderson County,Anderson,523849802,5244774,202.26,2.025,38.005396,-84.986417
KY,KENTUCKY,21007,516850,Ballard County,Ballard,639972655,69636340,247.095,26.887,37.051323,-89.010367
KY,KENTUCKY,21009,516851,Barren County,Barren,1262269990,32723250,487.365,12.635,36.962805,-85.932108
KY,KENTUCKY,21011,516852,Bath County,Bath,719997080,15570646,277.992,6.012,38.152249,-83.737641
KY,KENTUCKY,21013,516853,Bell County,Bell,929803436,5484276,358.999,2.117,36.728928,-83.680718
KY,KENTUCKY,21015,516854,Boone County,Boone,637830300,26513521,246.268,10.237,38.9589,-84.736371
KY,KENTUCKY,21017,516855,Bourbon County,Bourbon,750448654,4820688,289.75,1.861,38.202562,-84.20986
KY,KENTUCKY,21019,516856,Boyd County,Boyd,414051810,5571591,159.866,2.151,38.360003,-82.681406
KY,KENTUCKY,21021,516857,Boyle County,Boyle,467067863,6486676,180.336,2.505,37.618104,-84.868352
KY,KENTUCKY,21023,516858,Bracken County,Bracken,524900457,16279752,202.665,6.286,38.680365,-84.115235
KY,KENTUCKY,21025,516859,Breathitt County,Breathitt,1275366506,7370804,492.422,2.846,37.517807,-83.317158
KY,KENTUCKY,21027,516860,Breckinridge County,Breckinridge,1475580278,41098823,569.725,15.868,37.777988,-86.432919
KY,KENTUCKY,21029,516861,Bullitt County,Bullitt,769444025,8237542,297.084,3.181,37.969945,-85.702635
KY,KENTUCKY,21031,516862,Butler County,Butler,1103624033,13891042,426.112,5.363,37.207013,-86.682471
KY,KENTUCKY,21033,516863,Caldwell County,Caldwell,893117876,8584485,344.835,3.314,37.148642,-87.870509
KY,KENTUCKY,21035,516864,Calloway County,Calloway,996755843,66943042,384.85,25.847,36.620978,-88.274086
KY,KENTUCKY,21037,516865,Campbell County,Campbell,391916807,20943964,151.32,8.087,38.946981,-84.379583
KY,KENTUCKY,21039,516866,Carlisle County,Carlisle,490706561,24648733,189.463,9.517,36.85718,-88.976614
KY,KENTUCKY,21041,516867,Carroll County,Carroll,333331142,22186244,128.7,8.566,38.668394,-85.124024
KY,KENTUCKY,21043,516868,Carter County,Carter,1060593553,6782466,409.497,2.619,38.314094,-83.038988
KY,KENTUCKY,21045,516869,Casey County,Casey,1150621984,3842017,444.258,1.483,37.321962,-84.92822
KY,KENTUCKY,21047,516870,Christian County,Christian,1858729568,16531941,717.66,6.383,36.892059,-87.492986
KY,KENTUCKY,21049,516871,Clark County,Clark,653924827,6943411,252.482,2.681,37.970314,-84.145115
KY,KENTUCKY,21051,516872,Clay County,Clay,1215470276,4754889,469.296,1.836,37.164273,-83.715454
KY,KENTUCKY,21053,516873,Clinton County,Clinton,510391738,21636754,197.063,8.354,36.727258,-85.136098
KY,KENTUCKY,21055,516874,Crittenden County,Crittenden,931272391,30377986,359.566,11.729,37.358149,-88.10501
KY,KENTUCKY,21057,516875,Cumberland County,Cumberland,790326358,14920717,305.147,5.761,36.782372,-85.388484
KY,KENTUCKY,21059,516876,Daviess County,Daviess,1187242067,46811527,458.397,18.074,37.731671,-87.087139
KY,KENTUCKY,21061,516877,Edmonson County,Edmonson,784263747,13462746,302.806,5.198,37.227514,-86.218015
KY,KENTUCKY,21063,516878,Elliott County,Elliott,606888298,2595857,234.321,1.002,38.116883,-83.096116
KY,KENTUCKY,21065,516879,Estill County,Estill,655477009,6549172,253.081,2.529,37.692449,-83.963983
KY,KENTUCKY,21067,516880,Fayette County,Fayette,735181664,4434380,283.855,1.712,38.040678,-84.458272
KY,KENTUCKY,21069,516881,Fleming County,Fleming,903057248,6844691,348.672,2.643,38.367848,-83.699205
KY,KENTUCKY,21071,516882,Floyd County,Floyd,1018643075,6228697,393.3,2.405,37.552456,-82.739724
KY,KENTUCKY,21073,516883,Franklin County,Franklin,538480613,10617911,207.909,4.1,38.234919,-84.868786
KY,KENTUCKY,21075,516884,Fulton County,Fulton,533360972,64082320,205.932,24.742,36.552511,-89.187659
KY,KENTUCKY,21077,516885,Gallatin County,Gallatin,254547580,16452438,98.281,6.352,38.755663,-84.865143
KY,KENTUCKY,21079,516886,Garrard County,Garrard,595501703,10415371,229.925,4.021,37.630162,-84.545856
KY,KENTUCKY,21081,516887,Grant County,Grant,668154250,7246883,257.976,2.798,38.649167,-84.625924
KY,KENTUCKY,21083,516888,Graves County,Graves,1429042910,13030079,551.757,5.031,36.723344,-88.649897
KY,KENTUCKY,21085,516889,Grayson County,Grayson,1293792165,29767586,499.536,11.493,37.458577,-86.344011
KY,KENTUCKY,21087,516890,Green County,Green,740640299,7328706,285.963,2.83,37.278065,-85.537925
KY,KENTUCKY,21089,516891,Greenup County,Greenup,892130684,25867697,344.454,9.988,38.563562,-82.93382
KY,KENTUCKY,21091,516892,Hancock County,Hancock,486076270,29131626,187.675,11.248,37.843325,-86.792761
KY,KENTUCKY,21093,516893,Hardin County,Hardin,1615891721,16123680,623.899,6.225,37.695836,-85.963183
KY,KENTUCKY,21095,516894,Harlan County,Harlan,1206493478,6014134,465.83,2.322,36.859223,-83.221497
KY,KENTUCKY,21097,516895,Harrison County,Harrison,793722604,8855951,306.458,3.419,38.444578,-84.334131
KY,KENTUCKY,21099,516896,Hart County,Hart,1068809200,13410820,412.67,5.178,37.305827,-85.878443
KY,KENTUCKY,21101,516897,Henderson County,Henderson,1130168820,75607018,436.361,29.192,37.792542,-87.572577
KY,KENTUCKY,21103,516898,Henry County,Henry,741386195,12616890,286.251,4.871,38.451383,-85.119647
KY,KENTUCKY,21105,516899,Hickman County,Hickman,627634138,27735813,242.331,10.709,36.675896,-88.972084
KY,KENTUCKY,21107,516900,Hopkins County,Hopkins,1404258119,31671289,542.187,12.228,37.31107,-87.542196
KY,KENTUCKY,21109,516901,Jackson County,Jackson,894134829,3328475,345.227,1.285,37.403458,-84.020576
KY,KENTUCKY,21111,516902,Jefferson County,Jefferson,986344428,43437019,380.83,16.771,38.189532,-85.657624
KY,KENTUCKY,21113,516903,Jessamine County,Jessamine,445767041,6121602,172.112,2.364,37.873291,-84.58396
KY,KENTUCKY,21115,516904,Johnson County,Johnson,678488580,5619567,261.966,2.17,37.847756,-82.830121
KY,KENTUCKY,21117,516905,Kenton County,Kenton,415359132,10196816,160.371,3.937,38.930503,-84.533438
KY,KENTUCKY,21119,516906,Knott County,Knott,910442831,3438036,351.524,1.327,37.354368,-82.952546
KY,KENTUCKY,21121,516907,Knox County,Knox,1000590554,3676706,386.33,1.42,36.8885,-83.855551
KY,KENTUCKY,21123,516908,Larue County,Larue,676090529,6721655,261.04,2.595,37.544462,-85.696841
KY,KENTUCKY,21125,516909,Laurel County,Laurel,1123286188,25873416,433.703,9.99,37.113268,-84.119395
KY,KENTUCKY,21127,516910,Lawrence County,Lawrence,1076391952,11578388,415.597,4.47,38.074453,-82.73829
KY,KENTUCKY,21129,516911,Lee County,Lee,540843067,6309608,208.821,2.436,37.608116,-83.719248
KY,KENTUCKY,21131,516912,Leslie County,Leslie,1038269511,9125982,400.878,3.524,37.087846,-83.388617
KY,KENTUCKY,21133,516913,Letcher County,Letcher,875244021,2847896,337.934,1.1,37.118536,-82.861251
KY,KENTUCKY,21135,516914,Lewis County,Lewis,1250595455,31872268,482.858,12.306,38.535047,-83.370143
KY,KENTUCKY,21137,516915,Lincoln County,Lincoln,862215215,9037597,332.903,3.489,37.457174,-84.658335
KY,KENTUCKY,21139,516916,Livingston County,Livingston,810561761,75614774,312.96,29.195,37.209517,-88.363426
KY,KENTUCKY,21141,516917,Logan County,Logan,1430232787,12470413,552.216,4.815,36.859607,-86.881288
KY,KENTUCKY,21143,516918,Lyon County,Lyon,553700579,110705475,213.785,42.744,37.023976,-88.083391
KY,KENTUCKY,21145,516925,McCracken County,McCracken,644351557,49602861,248.786,19.152,37.054111,-88.712454
KY,KENTUCKY,21147,516926,McCreary County,McCreary,1105159773,10987658,426.705,4.242,36.731136,-84.491052
